"currency","unit","sizeclas","nace_r2","lcstruct","geo","time","values"
"NAC","P_SAL_H","GE10","J58","D111","BG",2012,8.34
"NAC","P_SAL_H","GE10","J58","D1111","BG",2012,7.56
"NAC","P_SAL_H","GE10","J59","D01","BG",2012,11.46
"NAC","P_SAL_H","GE10","J59","D111","BG",2012,10.15
"NAC","P_SAL_H","GE10","J59","D1111","BG",2012,9.41
"NAC","P_SAL_H","GE10","J60","D01","BG",2012,10.52
"NAC","P_SAL_H","GE10","J60","D111","BG",2012,9.08
"NAC","P_SAL_H","GE10","J60","D1111","BG",2012,8.2
"NAC","P_SAL_H","GE10","J61","D01","BG",2012,12.03
"NAC","P_SAL_H","GE10","J61","D111","BG",2012,10.28
"NAC","P_SAL_H","GE10","J61","D1111","BG",2012,9.34
"NAC","P_SAL_H","GE10","J62","D01","BG",2012,19.24
"NAC","P_SAL_H","GE10","J62","D111","BG",2012,16.95
"NAC","P_SAL_H","GE10","J62","D1111","BG",2012,15.52
"NAC","P_SAL_H","GE10","J63","D01","BG",2012,11.97
"NAC","P_SAL_H","GE10","J63","D111","BG",2012,10.4
"NAC","P_SAL_H","GE10","J63","D1111","BG",2012,9.49
"NAC","P_SAL_H","GE10","K","D01","BG",2012,12.23
"NAC","P_SAL_H","GE10","K","D111","BG",2012,10.48
"NAC","P_SAL_H","GE10","K","D1111","BG",2012,9.39
"NAC","P_SAL_H","GE10","K-N","D01","BG",2012,7.21
"NAC","P_SAL_H","GE10","K-N","D111","BG",2012,6.23
"NAC","P_SAL_H","GE10","K-N","D1111","BG",2012,5.66
"NAC","P_SAL_H","GE10","K64","D01","BG",2012,12.32
"NAC","P_SAL_H","GE10","K64","D111","BG",2012,10.52
"NAC","P_SAL_H","GE10","K64","D1111","BG",2012,9.36
"NAC","P_SAL_H","GE10","K65","D01","BG",2012,13.22
"NAC","P_SAL_H","GE10","K65","D111","BG",2012,11.52
"NAC","P_SAL_H","GE10","K65","D1111","BG",2012,10.62
"NAC","P_SAL_H","GE10","K66","D01","BG",2012,9.74
"NAC","P_SAL_H","GE10","K66","D111","BG",2012,8.47
"NAC","P_SAL_H","GE10","K66","D1111","BG",2012,7.87
"NAC","P_SAL_H","GE10","L","D01","BG",2012,6.43
"NAC","P_SAL_H","GE10","L","D111","BG",2012,5.49
"NAC","P_SAL_H","GE10","L","D1111","BG",2012,5.01
"NAC","P_SAL_H","GE10","L68","D01","BG",2012,6.43
"NAC","P_SAL_H","GE10","L68","D111","BG",2012,5.49
"NAC","P_SAL_H","GE10","L68","D1111","BG",2012,5.01
"NAC","P_SAL_H","GE10","M","D01","BG",2012,10.69
"NAC","P_SAL_H","GE10","M","D111","BG",2012,9.29
"NAC","P_SAL_H","GE10","M","D1111","BG",2012,8.48
"NAC","P_SAL_H","GE10","M69","D01","BG",2012,12.54
"NAC","P_SAL_H","GE10","M69","D111","BG",2012,11
"NAC","P_SAL_H","GE10","M69","D1111","BG",2012,10.09
"NAC","P_SAL_H","GE10","M70","D01","BG",2012,13.75
"NAC","P_SAL_H","GE10","M70","D111","BG",2012,12.12
"NAC","P_SAL_H","GE10","M70","D1111","BG",2012,11.07
"NAC","P_SAL_H","GE10","M71","D01","BG",2012,11.61
"NAC","P_SAL_H","GE10","M71","D111","BG",2012,10.01
"NAC","P_SAL_H","GE10","M71","D1111","BG",2012,9.2
"NAC","P_SAL_H","GE10","M72","D01","BG",2012,6.63
"NAC","P_SAL_H","GE10","M72","D111","BG",2012,5.59
"NAC","P_SAL_H","GE10","M72","D1111","BG",2012,4.91
"NAC","P_SAL_H","GE10","M73","D01","BG",2012,12.09
"NAC","P_SAL_H","GE10","M73","D111","BG",2012,10.63
"NAC","P_SAL_H","GE10","M73","D1111","BG",2012,9.9
"NAC","P_SAL_H","GE10","M74","D01","BG",2012,11.49
"NAC","P_SAL_H","GE10","M74","D111","BG",2012,10.03
"NAC","P_SAL_H","GE10","M74","D1111","BG",2012,9.22
"NAC","P_SAL_H","GE10","M75","D01","BG",2012,3.64
"NAC","P_SAL_H","GE10","M75","D111","BG",2012,3.1
"NAC","P_SAL_H","GE10","M75","D1111","BG",2012,2.87
"NAC","P_SAL_H","GE10","N","D01","BG",2012,3.73
"NAC","P_SAL_H","GE10","N","D111","BG",2012,3.25
"NAC","P_SAL_H","GE10","N","D1111","BG",2012,3
"NAC","P_SAL_H","GE10","N77","D01","BG",2012,6.98
"NAC","P_SAL_H","GE10","N77","D111","BG",2012,5.93
"NAC","P_SAL_H","GE10","N77","D1111","BG",2012,5.5
"NAC","P_SAL_H","GE10","N78","D01","BG",2012,7.66
"NAC","P_SAL_H","GE10","N78","D111","BG",2012,6.46
"NAC","P_SAL_H","GE10","N78","D1111","BG",2012,5.93
"NAC","P_SAL_H","GE10","N79","D01","BG",2012,6.35
"NAC","P_SAL_H","GE10","N79","D111","BG",2012,5.42
"NAC","P_SAL_H","GE10","N79","D1111","BG",2012,5.09
"NAC","P_SAL_H","GE10","N80","D01","BG",2012,3.13
"NAC","P_SAL_H","GE10","N80","D111","BG",2012,2.64
"NAC","P_SAL_H","GE10","N80","D1111","BG",2012,2.44
"NAC","P_SAL_H","GE10","N81","D01","BG",2012,2.51
"NAC","P_SAL_H","GE10","N81","D111","BG",2012,2.43
"NAC","P_SAL_H","GE10","N81","D1111","BG",2012,2.24
"NAC","P_SAL_H","GE10","N82","D01","BG",2012,8.24
"NAC","P_SAL_H","GE10","N82","D111","BG",2012,7.05
"NAC","P_SAL_H","GE10","N82","D1111","BG",2012,6.51
"NAC","P_SAL_H","GE10","O","D01","BG",2012,8.06
"NAC","P_SAL_H","GE10","O","D111","BG",2012,6.33
"NAC","P_SAL_H","GE10","O","D1111","BG",2012,5.55
"NAC","P_SAL_H","GE10","O-S","D01","BG",2012,7.02
"NAC","P_SAL_H","GE10","O-S","D111","BG",2012,5.74
"NAC","P_SAL_H","GE10","O-S","D1111","BG",2012,4.96
"NAC","P_SAL_H","GE10","O84","D01","BG",2012,8.06
"NAC","P_SAL_H","GE10","O84","D111","BG",2012,6.33
"NAC","P_SAL_H","GE10","O84","D1111","BG",2012,5.55
"NAC","P_SAL_H","GE10","P","D01","BG",2012,6.87
"NAC","P_SAL_H","GE10","P","D111","BG",2012,5.63
"NAC","P_SAL_H","GE10","P","D1111","BG",2012,4.64
"NAC","P_SAL_H","GE10","P-S","D01","BG",2012,6.62
"NAC","P_SAL_H","GE10","P-S","D111","BG",2012,5.51
"NAC","P_SAL_H","GE10","P-S","D1111","BG",2012,4.74
"NAC","P_SAL_H","GE10","P85","D01","BG",2012,6.87
"NAC","P_SAL_H","GE10","P85","D111","BG",2012,5.63
"NAC","P_SAL_H","GE10","P85","D1111","BG",2012,4.64
"NAC","P_SAL_H","GE10","Q","D01","BG",2012,6.75
"NAC","P_SAL_H","GE10","Q","D111","BG",2012,5.68
"NAC","P_SAL_H","GE10","Q","D1111","BG",2012,5.05
"NAC","P_SAL_H","GE10","Q86","D01","BG",2012,7.63
"NAC","P_SAL_H","GE10","Q86","D111","BG",2012,6.43
"NAC","P_SAL_H","GE10","Q86","D1111","BG",2012,5.73
"NAC","P_SAL_H","GE10","Q87","D01","BG",2012,4.09
"NAC","P_SAL_H","GE10","Q87","D111","BG",2012,3.38
"NAC","P_SAL_H","GE10","Q87","D1111","BG",2012,2.93
"NAC","P_SAL_H","GE10","Q88","D01","BG",2012,3.68
"NAC","P_SAL_H","GE10","Q88","D111","BG",2012,3.08
"NAC","P_SAL_H","GE10","Q88","D1111","BG",2012,2.69
"NAC","P_SAL_H","GE10","R","D01","BG",2012,5.59
"NAC","P_SAL_H","GE10","R","D111","BG",2012,4.79
"NAC","P_SAL_H","GE10","R","D1111","BG",2012,4.36
"NAC","P_SAL_H","GE10","R90","D01","BG",2012,4.82
"NAC","P_SAL_H","GE10","R90","D111","BG",2012,3.98
"NAC","P_SAL_H","GE10","R90","D1111","BG",2012,3.47
"NAC","P_SAL_H","GE10","R91","D01","BG",2012,4.47
"NAC","P_SAL_H","GE10","R91","D111","BG",2012,3.69
"NAC","P_SAL_H","GE10","R91","D1111","BG",2012,3.19
"NAC","P_SAL_H","GE10","R92","D01","BG",2012,4.54
"NAC","P_SAL_H","GE10","R92","D111","BG",2012,3.8
"NAC","P_SAL_H","GE10","R92","D1111","BG",2012,3.49
"NAC","P_SAL_H","GE10","R93","D01","BG",2012,8.45
"NAC","P_SAL_H","GE10","R93","D111","BG",2012,7.57
"NAC","P_SAL_H","GE10","R93","D1111","BG",2012,7.09
"NAC","P_SAL_H","GE10","S","D01","BG",2012,4.93
"NAC","P_SAL_H","GE10","S","D111","BG",2012,4.25
"NAC","P_SAL_H","GE10","S","D1111","BG",2012,3.86
"NAC","P_SAL_H","GE10","S94","D01","BG",2012,5.48
"NAC","P_SAL_H","GE10","S94","D111","BG",2012,4.79
"NAC","P_SAL_H","GE10","S94","D1111","BG",2012,4.33
"NAC","P_SAL_H","GE10","S95","D01","BG",2012,5.56
"NAC","P_SAL_H","GE10","S95","D111","BG",2012,4.7
"NAC","P_SAL_H","GE10","S95","D1111","BG",2012,4.29
"NAC","P_SAL_H","GE10","S96","D01","BG",2012,3.51
"NAC","P_SAL_H","GE10","S96","D111","BG",2012,2.92
"NAC","P_SAL_H","GE10","S96","D1111","BG",2012,2.68
"NAC","P_SAL_H","GE1000","B","D01","BG",2012,16.5
"NAC","P_SAL_H","GE1000","B","D111","BG",2012,12.46
"NAC","P_SAL_H","GE1000","B","D1111","BG",2012,10.33
"NAC","P_SAL_H","GE1000","B-E","D01","BG",2012,11.65
"NAC","P_SAL_H","GE1000","B-E","D111","BG",2012,9.28
"NAC","P_SAL_H","GE1000","B-E","D1111","BG",2012,7.56
"NAC","P_SAL_H","GE1000","B-F","D01","BG",2012,11.66
"NAC","P_SAL_H","GE1000","B-F","D111","BG",2012,9.28
"NAC","P_SAL_H","GE1000","B-F","D1111","BG",2012,7.56
"NAC","P_SAL_H","GE1000","B-N","D01","BG",2012,10.22
"NAC","P_SAL_H","GE1000","B-N","D111","BG",2012,8.59
"NAC","P_SAL_H","GE1000","B-N","D1111","BG",2012,7.18
"NAC","P_SAL_H","GE1000","B-S","D01","BG",2012,9.95
"NAC","P_SAL_H","GE1000","B-S","D111","BG",2012,8.31
"NAC","P_SAL_H","GE1000","B-S","D1111","BG",2012,7.01
"NAC","P_SAL_H","GE1000","B-S_X_O","D01","BG",2012,10.08
"NAC","P_SAL_H","GE1000","B-S_X_O","D111","BG",2012,8.47
"NAC","P_SAL_H","GE1000","B-S_X_O","D1111","BG",2012,7.11
"NAC","P_SAL_H","GE1000","B05","D01","BG",2012,15.77
"NAC","P_SAL_H","GE1000","B05","D111","BG",2012,11.58
"NAC","P_SAL_H","GE1000","B05","D1111","BG",2012,9.34
"NAC","P_SAL_H","GE1000","B07","D01","BG",2012,18.33
"NAC","P_SAL_H","GE1000","B07","D111","BG",2012,14.62
"NAC","P_SAL_H","GE1000","B07","D1111","BG",2012,12.81
"NAC","P_SAL_H","GE1000","C","D01","BG",2012,8.03
"NAC","P_SAL_H","GE1000","C","D111","BG",2012,6.54
"NAC","P_SAL_H","GE1000","C","D1111","BG",2012,5.71
"NAC","P_SAL_H","GE1000","C10","D01","BG",2012,NA
"NAC","P_SAL_H","GE1000","C10","D111","BG",2012,NA
"NAC","P_SAL_H","GE1000","C10","D1111","BG",2012,NA
"NAC","P_SAL_H","GE1000","C11","D01","BG",2012,NA
"NAC","P_SAL_H","GE1000","C11","D111","BG",2012,NA
"NAC","P_SAL_H","GE1000","C11","D1111","BG",2012,NA
"NAC","P_SAL_H","GE1000","C12","D01","BG",2012,NA
"NAC","P_SAL_H","GE1000","C12","D111","BG",2012,NA
"NAC","P_SAL_H","GE1000","C12","D1111","BG",2012,NA
"NAC","P_SAL_H","GE1000","C13","D01","BG",2012,5.78
"NAC","P_SAL_H","GE1000","C13","D111","BG",2012,4.87
"NAC","P_SAL_H","GE1000","C13","D1111","BG",2012,4.45
"NAC","P_SAL_H","GE1000","C14","D01","BG",2012,5.93
"NAC","P_SAL_H","GE1000","C14","D111","BG",2012,4.48
"NAC","P_SAL_H","GE1000","C14","D1111","BG",2012,4.02
"NAC","P_SAL_H","GE1000","C19","D01","BG",2012,NA
"NAC","P_SAL_H","GE1000","C19","D111","BG",2012,NA
"NAC","P_SAL_H","GE1000","C19","D1111","BG",2012,NA
"NAC","P_SAL_H","GE1000","C20","D01","BG",2012,NA
"NAC","P_SAL_H","GE1000","C20","D111","BG",2012,NA
"NAC","P_SAL_H","GE1000","C20","D1111","BG",2012,NA
"NAC","P_SAL_H","GE1000","C21","D01","BG",2012,6.98
"NAC","P_SAL_H","GE1000","C21","D111","BG",2012,5.76
"NAC","P_SAL_H","GE1000","C21","D1111","BG",2012,4.98
"NAC","P_SAL_H","GE1000","C22","D01","BG",2012,NA
"NAC","P_SAL_H","GE1000","C22","D111","BG",2012,NA
"NAC","P_SAL_H","GE1000","C22","D1111","BG",2012,NA
"NAC","P_SAL_H","GE1000","C23","D01","BG",2012,NA
"NAC","P_SAL_H","GE1000","C23","D111","BG",2012,NA
"NAC","P_SAL_H","GE1000","C23","D1111","BG",2012,NA
"NAC","P_SAL_H","GE1000","C24","D01","BG",2012,NA
"NAC","P_SAL_H","GE1000","C24","D111","BG",2012,NA
"NAC","P_SAL_H","GE1000","C24","D1111","BG",2012,NA
"NAC","P_SAL_H","GE1000","C25","D01","BG",2012,5.67
"NAC","P_SAL_H","GE1000","C25","D111","BG",2012,4.61
"NAC","P_SAL_H","GE1000","C25","D1111","BG",2012,3.93
"NAC","P_SAL_H","GE1000","C27","D01","BG",2012,NA
"NAC","P_SAL_H","GE1000","C27","D111","BG",2012,NA
"NAC","P_SAL_H","GE1000","C27","D1111","BG",2012,NA
"NAC","P_SAL_H","GE1000","C28","D01","BG",2012,9.9
"NAC","P_SAL_H","GE1000","C28","D111","BG",2012,8.18
"NAC","P_SAL_H","GE1000","C28","D1111","BG",2012,6.91
"NAC","P_SAL_H","GE1000","C29","D01","BG",2012,6.09
"NAC","P_SAL_H","GE1000","C29","D111","BG",2012,5.16
"NAC","P_SAL_H","GE1000","C29","D1111","BG",2012,4.42
"NAC","P_SAL_H","GE1000","C30","D01","BG",2012,NA
"NAC","P_SAL_H","GE1000","C30","D111","BG",2012,NA
"NAC","P_SAL_H","GE1000","C30","D1111","BG",2012,NA
"NAC","P_SAL_H","GE1000","C33","D01","BG",2012,NA
"NAC","P_SAL_H","GE1000","C33","D111","BG",2012,NA
"NAC","P_SAL_H","GE1000","C33","D1111","BG",2012,NA
"NAC","P_SAL_H","GE1000","D","D01","BG",2012,16.71
"NAC","P_SAL_H","GE1000","D","D111","BG",2012,13.37
"NAC","P_SAL_H","GE1000","D","D1111","BG",2012,9.99
"NAC","P_SAL_H","GE1000","D35","D01","BG",2012,16.71
"NAC","P_SAL_H","GE1000","D35","D111","BG",2012,13.37
"NAC","P_SAL_H","GE1000","D35","D1111","BG",2012,9.99
"NAC","P_SAL_H","GE1000","E","D01","BG",2012,8.15
"NAC","P_SAL_H","GE1000","E","D111","BG",2012,6.73
"NAC","P_SAL_H","GE1000","E","D1111","BG",2012,5.66
"NAC","P_SAL_H","GE1000","E36","D01","BG",2012,8.15
"NAC","P_SAL_H","GE1000","E36","D111","BG",2012,6.73
"NAC","P_SAL_H","GE1000","E36","D1111","BG",2012,5.66
"NAC","P_SAL_H","GE1000","F","D01","BG",2012,NA
"NAC","P_SAL_H","GE1000","F","D111","BG",2012,NA
"NAC","P_SAL_H","GE1000","F","D1111","BG",2012,NA
"NAC","P_SAL_H","GE1000","F41","D01","BG",2012,NA
"NAC","P_SAL_H","GE1000","F41","D111","BG",2012,NA
"NAC","P_SAL_H","GE1000","F41","D1111","BG",2012,NA
"NAC","P_SAL_H","GE1000","G","D01","BG",2012,7.77
"NAC","P_SAL_H","GE1000","G","D111","BG",2012,6.62
"NAC","P_SAL_H","GE1000","G","D1111","BG",2012,6.01
"NAC","P_SAL_H","GE1000","G-J","D01","BG",2012,9.33
"NAC","P_SAL_H","GE1000","G-J","D111","BG",2012,8.31
"NAC","P_SAL_H","GE1000","G-J","D1111","BG",2012,6.96
"NAC","P_SAL_H","GE1000","G-N","D01","BG",2012,9.27
"NAC","P_SAL_H","GE1000","G-N","D111","BG",2012,8.13
"NAC","P_SAL_H","GE1000","G-N","D1111","BG",2012,6.93
"NAC","P_SAL_H","GE1000","G-S_X_O","D01","BG",2012,9.2
"NAC","P_SAL_H","GE1000","G-S_X_O","D111","BG",2012,8.02
"NAC","P_SAL_H","GE1000","G-S_X_O","D1111","BG",2012,6.86
"NAC","P_SAL_H","GE1000","G46","D01","BG",2012,NA
"NAC","P_SAL_H","GE1000","G46","D111","BG",2012,NA
"NAC","P_SAL_H","GE1000","G46","D1111","BG",2012,NA
"NAC","P_SAL_H","GE1000","G47","D01","BG",2012,7.31
"NAC","P_SAL_H","GE1000","G47","D111","BG",2012,6.21
"NAC","P_SAL_H","GE1000","G47","D1111","BG",2012,5.59
"NAC","P_SAL_H","GE1000","H","D01","BG",2012,8.4
"NAC","P_SAL_H","GE1000","H","D111","BG",2012,7.82
"NAC","P_SAL_H","GE1000","H","D1111","BG",2012,6.01
"NAC","P_SAL_H","GE1000","H49","D01","BG",2012,8.97
"NAC","P_SAL_H","GE1000","H49","D111","BG",2012,7.21
"NAC","P_SAL_H","GE1000","H49","D1111","BG",2012,5.39
"NAC","P_SAL_H","GE1000","H50","D01","BG",2012,NA
"NAC","P_SAL_H","GE1000","H50","D111","BG",2012,NA
"NAC","P_SAL_H","GE1000","H50","D1111","BG",2012,NA
"NAC","P_SAL_H","GE1000","H52","D01","BG",2012,8.64
"NAC","P_SAL_H","GE1000","H52","D111","BG",2012,9.25
"NAC","P_SAL_H","GE1000","H52","D1111","BG",2012,7.08
"NAC","P_SAL_H","GE1000","H53","D01","BG",2012,4.94
"NAC","P_SAL_H","GE1000","H53","D111","BG",2012,4.03
"NAC","P_SAL_H","GE1000","H53","D1111","BG",2012,3.25
"NAC","P_SAL_H","GE1000","I","D01","BG",2012,NA
"NAC","P_SAL_H","GE1000","I","D111","BG",2012,NA
"NAC","P_SAL_H","GE1000","I","D1111","BG",2012,NA
"NAC","P_SAL_H","GE1000","I56","D01","BG",2012,NA
"NAC","P_SAL_H","GE1000","I56","D111","BG",2012,NA
"NAC","P_SAL_H","GE1000","I56","D1111","BG",2012,NA
"NAC","P_SAL_H","GE1000","J","D01","BG",2012,13.59
"NAC","P_SAL_H","GE1000","J","D111","BG",2012,11.59
"NAC","P_SAL_H","GE1000","J","D1111","BG",2012,10.56
"NAC","P_SAL_H","GE1000","J60","D01","BG",2012,8.15
"NAC","P_SAL_H","GE1000","J60","D111","BG",2012,6.96
"NAC","P_SAL_H","GE1000","J60","D1111","BG",2012,6.14
"NAC","P_SAL_H","GE1000","J61","D01","BG",2012,12.76
"NAC","P_SAL_H","GE1000","J61","D111","BG",2012,10.94
"NAC","P_SAL_H","GE1000","J61","D1111","BG",2012,9.9
"NAC","P_SAL_H","GE1000","J62","D01","BG",2012,NA
"NAC","P_SAL_H","GE1000","J62","D111","BG",2012,NA
"NAC","P_SAL_H","GE1000","J62","D1111","BG",2012,NA
"NAC","P_SAL_H","GE1000","K","D01","BG",2012,12.24
"NAC","P_SAL_H","GE1000","K","D111","BG",2012,10.41
"NAC","P_SAL_H","GE1000","K","D1111","BG",2012,9.17
"NAC","P_SAL_H","GE1000","K-N","D01","BG",2012,9.14
"NAC","P_SAL_H","GE1000","K-N","D111","BG",2012,7.76
"NAC","P_SAL_H","GE1000","K-N","D1111","BG",2012,6.86
"NAC","P_SAL_H","GE1000","K64","D01","BG",2012,12.24
"NAC","P_SAL_H","GE1000","K64","D111","BG",2012,10.41
"NAC","P_SAL_H","GE1000","K64","D1111","BG",2012,9.17
"NAC","P_SAL_H","GE1000","M","D01","BG",2012,6.55
"NAC","P_SAL_H","GE1000","M","D111","BG",2012,4.91
"NAC","P_SAL_H","GE1000","M","D1111","BG",2012,4.12
"NAC","P_SAL_H","GE1000","M71","D01","BG",2012,NA
"NAC","P_SAL_H","GE1000","M71","D111","BG",2012,NA
"NAC","P_SAL_H","GE1000","M71","D1111","BG",2012,NA
"NAC","P_SAL_H","GE1000","M72","D01","BG",2012,NA
"NAC","P_SAL_H","GE1000","M72","D111","BG",2012,NA
"NAC","P_SAL_H","GE1000","M72","D1111","BG",2012,NA
"NAC","P_SAL_H","GE1000","N","D01","BG",2012,4.53
"NAC","P_SAL_H","GE1000","N","D111","BG",2012,3.83
"NAC","P_SAL_H","GE1000","N","D1111","BG",2012,3.44
"NAC","P_SAL_H","GE1000","N78","D01","BG",2012,NA
"NAC","P_SAL_H","GE1000","N78","D111","BG",2012,NA
"NAC","P_SAL_H","GE1000","N78","D1111","BG",2012,NA
"NAC","P_SAL_H","GE1000","N80","D01","BG",2012,3.54
"NAC","P_SAL_H","GE1000","N80","D111","BG",2012,2.99
"NAC","P_SAL_H","GE1000","N80","D1111","BG",2012,2.68
"NAC","P_SAL_H","GE1000","O","D01","BG",2012,8.21
"NAC","P_SAL_H","GE1000","O","D111","BG",2012,6.28
"NAC","P_SAL_H","GE1000","O","D1111","BG",2012,5.63
"NAC","P_SAL_H","GE1000","O-S","D01","BG",2012,8.54
"NAC","P_SAL_H","GE1000","O-S","D111","BG",2012,6.9
"NAC","P_SAL_H","GE1000","O-S","D1111","BG",2012,6.1
"NAC","P_SAL_H","GE1000","O84","D01","BG",2012,8.21
"NAC","P_SAL_H","GE1000","O84","D111","BG",2012,6.28
"NAC","P_SAL_H","GE1000","O84","D1111","BG",2012,5.63
"NAC","P_SAL_H","GE1000","P","D01","BG",2012,9.15
"NAC","P_SAL_H","GE1000","P","D111","BG",2012,7.74
"NAC","P_SAL_H","GE1000","P","D1111","BG",2012,6.7
"NAC","P_SAL_H","GE1000","P-S","D01","BG",2012,8.8
"NAC","P_SAL_H","GE1000","P-S","D111","BG",2012,7.39
"NAC","P_SAL_H","GE1000","P-S","D1111","BG",2012,6.48
"NAC","P_SAL_H","GE1000","P85","D01","BG",2012,9.15
"NAC","P_SAL_H","GE1000","P85","D111","BG",2012,7.74
"NAC","P_SAL_H","GE1000","P85","D1111","BG",2012,6.7
"NAC","P_SAL_H","GE1000","Q","D01","BG",2012,8.85
"NAC","P_SAL_H","GE1000","Q","D111","BG",2012,7.43
"NAC","P_SAL_H","GE1000","Q","D1111","BG",2012,6.53
"NAC","P_SAL_H","GE1000","Q86","D01","BG",2012,8.85
"NAC","P_SAL_H","GE1000","Q86","D111","BG",2012,7.43
"NAC","P_SAL_H","GE1000","Q86","D1111","BG",2012,6.53
"NAC","P_SAL_H","GE1000","R","D01","BG",2012,6.73
"NAC","P_SAL_H","GE1000","R","D111","BG",2012,5.57
"NAC","P_SAL_H","GE1000","R","D1111","BG",2012,5.01
"NAC","P_SAL_H","GE1000","R92","D01","BG",2012,6.73
"NAC","P_SAL_H","GE1000","R92","D111","BG",2012,5.57
"NAC","P_SAL_H","GE1000","R92","D1111","BG",2012,5.01
"NAC","P_SAL_H","LT10","B","D01","BG",2012,6.48
"NAC","P_SAL_H","LT10","B","D111","BG",2012,5.48
"NAC","P_SAL_H","LT10","B","D1111","BG",2012,5.16
"NAC","P_SAL_H","LT10","B-E","D01","BG",2012,3.4
"NAC","P_SAL_H","LT10","B-E","D111","BG",2012,2.84
"NAC","P_SAL_H","LT10","B-E","D1111","BG",2012,2.68
"NAC","P_SAL_H","LT10","B-F","D01","BG",2012,3.65
"NAC","P_SAL_H","LT10","B-F","D111","BG",2012,3.06
"NAC","P_SAL_H","LT10","B-F","D1111","BG",2012,2.89
"NAC","P_SAL_H","LT10","B-N","D01","BG",2012,4.16
"NAC","P_SAL_H","LT10","B-N","D111","BG",2012,3.51
"NAC","P_SAL_H","LT10","B-N","D1111","BG",2012,3.32
"NAC","P_SAL_H","LT10","B-S","D01","BG",2012,4.13
"NAC","P_SAL_H","LT10","B-S","D111","BG",2012,3.49
"NAC","P_SAL_H","LT10","B-S","D1111","BG",2012,3.28
"NAC","P_SAL_H","LT10","B-S_X_O","D01","BG",2012,4.12
"NAC","P_SAL_H","LT10","B-S_X_O","D111","BG",2012,3.48
"NAC","P_SAL_H","LT10","B-S_X_O","D1111","BG",2012,3.28
"NAC","P_SAL_H","LT10","B05","D01","BG",2012,8.06
"NAC","P_SAL_H","LT10","B05","D111","BG",2012,6.47
"NAC","P_SAL_H","LT10","B05","D1111","BG",2012,6.2
"NAC","P_SAL_H","LT10","B06","D01","BG",2012,NA
"NAC","P_SAL_H","LT10","B06","D111","BG",2012,NA
"NAC","P_SAL_H","LT10","B06","D1111","BG",2012,NA
"NAC","P_SAL_H","LT10","B07","D01","BG",2012,5.64
"NAC","P_SAL_H","LT10","B07","D111","BG",2012,4.78
"NAC","P_SAL_H","LT10","B07","D1111","BG",2012,4.61
"NAC","P_SAL_H","LT10","B08","D01","BG",2012,5.12
"NAC","P_SAL_H","LT10","B08","D111","BG",2012,4.25
"NAC","P_SAL_H","LT10","B08","D1111","BG",2012,3.97
"NAC","P_SAL_H","LT10","B09","D01","BG",2012,13.03
"NAC","P_SAL_H","LT10","B09","D111","BG",2012,11.55
"NAC","P_SAL_H","LT10","B09","D1111","BG",2012,10.94
"NAC","P_SAL_H","LT10","C","D01","BG",2012,3.21
"NAC","P_SAL_H","LT10","C","D111","BG",2012,2.68
"NAC","P_SAL_H","LT10","C","D1111","BG",2012,2.53
"NAC","P_SAL_H","LT10","C10","D01","BG",2012,3.08
"NAC","P_SAL_H","LT10","C10","D111","BG",2012,2.56
"NAC","P_SAL_H","LT10","C10","D1111","BG",2012,2.44
"NAC","P_SAL_H","LT10","C11","D01","BG",2012,NA
"NAC","P_SAL_H","LT10","C11","D111","BG",2012,NA
"NAC","P_SAL_H","LT10","C11","D1111","BG",2012,NA
"NAC","P_SAL_H","LT10","C12","D01","BG",2012,6.3
"NAC","P_SAL_H","LT10","C12","D111","BG",2012,5.17
"NAC","P_SAL_H","LT10","C12","D1111","BG",2012,4.64
"NAC","P_SAL_H","LT10","C13","D01","BG",2012,NA
"NAC","P_SAL_H","LT10","C13","D111","BG",2012,NA
"NAC","P_SAL_H","LT10","C13","D1111","BG",2012,NA
"NAC","P_SAL_H","LT10","C14","D01","BG",2012,2.8
"NAC","P_SAL_H","LT10","C14","D111","BG",2012,2.34
"NAC","P_SAL_H","LT10","C14","D1111","BG",2012,2.23
"NAC","P_SAL_H","LT10","C15","D01","BG",2012,NA
"NAC","P_SAL_H","LT10","C15","D111","BG",2012,NA
"NAC","P_SAL_H","LT10","C15","D1111","BG",2012,NA
"NAC","P_SAL_H","LT10","C16","D01","BG",2012,2.7
"NAC","P_SAL_H","LT10","C16","D111","BG",2012,2.23
"NAC","P_SAL_H","LT10","C16","D1111","BG",2012,2.1
"NAC","P_SAL_H","LT10","C17","D01","BG",2012,NA
"NAC","P_SAL_H","LT10","C17","D111","BG",2012,NA
"NAC","P_SAL_H","LT10","C17","D1111","BG",2012,NA
"NAC","P_SAL_H","LT10","C18","D01","BG",2012,3.15
"NAC","P_SAL_H","LT10","C18","D111","BG",2012,2.63
"NAC","P_SAL_H","LT10","C18","D1111","BG",2012,2.46
"NAC","P_SAL_H","LT10","C19","D01","BG",2012,NA
"NAC","P_SAL_H","LT10","C19","D111","BG",2012,NA
"NAC","P_SAL_H","LT10","C19","D1111","BG",2012,NA
"NAC","P_SAL_H","LT10","C20","D01","BG",2012,3.95
