"currency","unit","sizeclas","nace_r2","lcstruct","geo","time","values"
"EUR","P_SAL_H","50-249","Q87","D01","BG",2008,1.96
"EUR","P_SAL_H","50-249","Q87","D111","BG",2008,1.62
"EUR","P_SAL_H","50-249","Q87","D1111","BG",2008,1.41
"EUR","P_SAL_H","50-249","Q88","D01","BG",2008,1.63
"EUR","P_SAL_H","50-249","Q88","D111","BG",2008,1.34
"EUR","P_SAL_H","50-249","Q88","D1111","BG",2008,1.19
"EUR","P_SAL_H","50-249","R","D01","BG",2008,2.38
"EUR","P_SAL_H","50-249","R","D111","BG",2008,1.99
"EUR","P_SAL_H","50-249","R","D1111","BG",2008,1.8
"EUR","P_SAL_H","50-249","R90","D01","BG",2008,2.13
"EUR","P_SAL_H","50-249","R90","D111","BG",2008,1.72
"EUR","P_SAL_H","50-249","R90","D1111","BG",2008,1.5
"EUR","P_SAL_H","50-249","R91","D01","BG",2008,NA
"EUR","P_SAL_H","50-249","R91","D111","BG",2008,NA
"EUR","P_SAL_H","50-249","R91","D1111","BG",2008,NA
"EUR","P_SAL_H","50-249","R92","D01","BG",2008,2.08
"EUR","P_SAL_H","50-249","R92","D111","BG",2008,1.72
"EUR","P_SAL_H","50-249","R92","D1111","BG",2008,1.59
"EUR","P_SAL_H","50-249","R93","D01","BG",2008,NA
"EUR","P_SAL_H","50-249","R93","D111","BG",2008,NA
"EUR","P_SAL_H","50-249","R93","D1111","BG",2008,NA
"EUR","P_SAL_H","50-249","S","D01","BG",2008,NA
"EUR","P_SAL_H","50-249","S","D111","BG",2008,NA
"EUR","P_SAL_H","50-249","S","D1111","BG",2008,NA
"EUR","P_SAL_H","50-249","S94","D01","BG",2008,NA
"EUR","P_SAL_H","50-249","S94","D111","BG",2008,NA
"EUR","P_SAL_H","50-249","S94","D1111","BG",2008,NA
"EUR","P_SAL_H","50-249","S95","D01","BG",2008,NA
"EUR","P_SAL_H","50-249","S95","D111","BG",2008,NA
"EUR","P_SAL_H","50-249","S95","D1111","BG",2008,NA
"EUR","P_SAL_H","50-249","S96","D01","BG",2008,2.14
"EUR","P_SAL_H","50-249","S96","D111","BG",2008,1.77
"EUR","P_SAL_H","50-249","S96","D1111","BG",2008,1.55
"EUR","P_SAL_H","500-999","B","D01","BG",2008,5.1
"EUR","P_SAL_H","500-999","B","D111","BG",2008,3.79
"EUR","P_SAL_H","500-999","B","D1111","BG",2008,3.22
"EUR","P_SAL_H","500-999","B-E","D01","BG",2008,3.31
"EUR","P_SAL_H","500-999","B-E","D111","BG",2008,2.6
"EUR","P_SAL_H","500-999","B-E","D1111","BG",2008,2.26
"EUR","P_SAL_H","500-999","B-F","D01","BG",2008,3.27
"EUR","P_SAL_H","500-999","B-F","D111","BG",2008,2.58
"EUR","P_SAL_H","500-999","B-F","D1111","BG",2008,2.26
"EUR","P_SAL_H","500-999","B-N","D01","BG",2008,3.55
"EUR","P_SAL_H","500-999","B-N","D111","BG",2008,2.86
"EUR","P_SAL_H","500-999","B-N","D1111","BG",2008,2.47
"EUR","P_SAL_H","500-999","B-S","D01","BG",2008,3.55
"EUR","P_SAL_H","500-999","B-S","D111","BG",2008,2.86
"EUR","P_SAL_H","500-999","B-S","D1111","BG",2008,2.49
"EUR","P_SAL_H","500-999","B-S_X_O","D01","BG",2008,3.49
"EUR","P_SAL_H","500-999","B-S_X_O","D111","BG",2008,2.82
"EUR","P_SAL_H","500-999","B-S_X_O","D1111","BG",2008,2.45
"EUR","P_SAL_H","500-999","B05","D01","BG",2008,NA
"EUR","P_SAL_H","500-999","B05","D111","BG",2008,NA
"EUR","P_SAL_H","500-999","B05","D1111","BG",2008,NA
"EUR","P_SAL_H","500-999","B06","D01","BG",2008,NA
"EUR","P_SAL_H","500-999","B06","D111","BG",2008,NA
"EUR","P_SAL_H","500-999","B06","D1111","BG",2008,NA
"EUR","P_SAL_H","500-999","B07","D01","BG",2008,6.03
"EUR","P_SAL_H","500-999","B07","D111","BG",2008,4.52
"EUR","P_SAL_H","500-999","B07","D1111","BG",2008,3.78
"EUR","P_SAL_H","500-999","B08","D01","BG",2008,NA
"EUR","P_SAL_H","500-999","B08","D111","BG",2008,NA
"EUR","P_SAL_H","500-999","B08","D1111","BG",2008,NA
"EUR","P_SAL_H","500-999","C","D01","BG",2008,3.04
"EUR","P_SAL_H","500-999","C","D111","BG",2008,2.42
"EUR","P_SAL_H","500-999","C","D1111","BG",2008,2.14
"EUR","P_SAL_H","500-999","C10","D01","BG",2008,NA
"EUR","P_SAL_H","500-999","C10","D111","BG",2008,NA
"EUR","P_SAL_H","500-999","C10","D1111","BG",2008,NA
"EUR","P_SAL_H","500-999","C11","D01","BG",2008,3.1
"EUR","P_SAL_H","500-999","C11","D111","BG",2008,2.59
"EUR","P_SAL_H","500-999","C11","D1111","BG",2008,2.28
"EUR","P_SAL_H","500-999","C12","D01","BG",2008,NA
"EUR","P_SAL_H","500-999","C12","D111","BG",2008,NA
"EUR","P_SAL_H","500-999","C12","D1111","BG",2008,NA
"EUR","P_SAL_H","500-999","C13","D01","BG",2008,2.11
"EUR","P_SAL_H","500-999","C13","D111","BG",2008,1.7
"EUR","P_SAL_H","500-999","C13","D1111","BG",2008,1.54
"EUR","P_SAL_H","500-999","C14","D01","BG",2008,1.89
"EUR","P_SAL_H","500-999","C14","D111","BG",2008,1.54
"EUR","P_SAL_H","500-999","C14","D1111","BG",2008,1.4
"EUR","P_SAL_H","500-999","C15","D01","BG",2008,1.24
"EUR","P_SAL_H","500-999","C15","D111","BG",2008,1.01
"EUR","P_SAL_H","500-999","C15","D1111","BG",2008,0.93
"EUR","P_SAL_H","500-999","C16","D01","BG",2008,NA
"EUR","P_SAL_H","500-999","C16","D111","BG",2008,NA
"EUR","P_SAL_H","500-999","C16","D1111","BG",2008,NA
"EUR","P_SAL_H","500-999","C17","D01","BG",2008,3.74
"EUR","P_SAL_H","500-999","C17","D111","BG",2008,3.01
"EUR","P_SAL_H","500-999","C17","D1111","BG",2008,2.6
"EUR","P_SAL_H","500-999","C20","D01","BG",2008,5.34
"EUR","P_SAL_H","500-999","C20","D111","BG",2008,3.56
"EUR","P_SAL_H","500-999","C20","D1111","BG",2008,2.87
"EUR","P_SAL_H","500-999","C21","D01","BG",2008,3.27
"EUR","P_SAL_H","500-999","C21","D111","BG",2008,2.52
"EUR","P_SAL_H","500-999","C21","D1111","BG",2008,2.25
"EUR","P_SAL_H","500-999","C22","D01","BG",2008,NA
"EUR","P_SAL_H","500-999","C22","D111","BG",2008,NA
"EUR","P_SAL_H","500-999","C22","D1111","BG",2008,NA
"EUR","P_SAL_H","500-999","C23","D01","BG",2008,3.47
"EUR","P_SAL_H","500-999","C23","D111","BG",2008,2.73
"EUR","P_SAL_H","500-999","C23","D1111","BG",2008,2.42
"EUR","P_SAL_H","500-999","C24","D01","BG",2008,4.77
"EUR","P_SAL_H","500-999","C24","D111","BG",2008,3.72
"EUR","P_SAL_H","500-999","C24","D1111","BG",2008,3.24
"EUR","P_SAL_H","500-999","C25","D01","BG",2008,2.72
"EUR","P_SAL_H","500-999","C25","D111","BG",2008,2.2
"EUR","P_SAL_H","500-999","C25","D1111","BG",2008,1.99
"EUR","P_SAL_H","500-999","C27","D01","BG",2008,NA
"EUR","P_SAL_H","500-999","C27","D111","BG",2008,NA
"EUR","P_SAL_H","500-999","C27","D1111","BG",2008,NA
"EUR","P_SAL_H","500-999","C28","D01","BG",2008,2.75
"EUR","P_SAL_H","500-999","C28","D111","BG",2008,2.22
"EUR","P_SAL_H","500-999","C28","D1111","BG",2008,1.97
"EUR","P_SAL_H","500-999","C29","D01","BG",2008,1.67
"EUR","P_SAL_H","500-999","C29","D111","BG",2008,1.36
"EUR","P_SAL_H","500-999","C29","D1111","BG",2008,1.18
"EUR","P_SAL_H","500-999","C30","D01","BG",2008,NA
"EUR","P_SAL_H","500-999","C30","D111","BG",2008,NA
"EUR","P_SAL_H","500-999","C30","D1111","BG",2008,NA
"EUR","P_SAL_H","500-999","C31","D01","BG",2008,1.91
"EUR","P_SAL_H","500-999","C31","D111","BG",2008,1.53
"EUR","P_SAL_H","500-999","C31","D1111","BG",2008,1.42
"EUR","P_SAL_H","500-999","C32","D01","BG",2008,NA
"EUR","P_SAL_H","500-999","C32","D111","BG",2008,NA
"EUR","P_SAL_H","500-999","C32","D1111","BG",2008,NA
"EUR","P_SAL_H","500-999","C33","D01","BG",2008,4.49
"EUR","P_SAL_H","500-999","C33","D111","BG",2008,3.59
"EUR","P_SAL_H","500-999","C33","D1111","BG",2008,3.11
"EUR","P_SAL_H","500-999","D","D01","BG",2008,5.55
"EUR","P_SAL_H","500-999","D","D111","BG",2008,4.08
"EUR","P_SAL_H","500-999","D","D1111","BG",2008,3.18
"EUR","P_SAL_H","500-999","D35","D01","BG",2008,5.55
"EUR","P_SAL_H","500-999","D35","D111","BG",2008,4.08
"EUR","P_SAL_H","500-999","D35","D1111","BG",2008,3.18
"EUR","P_SAL_H","500-999","E","D01","BG",2008,2.75
"EUR","P_SAL_H","500-999","E","D111","BG",2008,2.26
"EUR","P_SAL_H","500-999","E","D1111","BG",2008,1.95
"EUR","P_SAL_H","500-999","E36","D01","BG",2008,3.22
"EUR","P_SAL_H","500-999","E36","D111","BG",2008,2.62
"EUR","P_SAL_H","500-999","E36","D1111","BG",2008,1.99
"EUR","P_SAL_H","500-999","E38","D01","BG",2008,2.55
"EUR","P_SAL_H","500-999","E38","D111","BG",2008,2.11
"EUR","P_SAL_H","500-999","E38","D1111","BG",2008,1.93
"EUR","P_SAL_H","500-999","F","D01","BG",2008,3.01
"EUR","P_SAL_H","500-999","F","D111","BG",2008,2.47
"EUR","P_SAL_H","500-999","F","D1111","BG",2008,2.31
"EUR","P_SAL_H","500-999","F41","D01","BG",2008,2.62
"EUR","P_SAL_H","500-999","F41","D111","BG",2008,2.19
"EUR","P_SAL_H","500-999","F41","D1111","BG",2008,2.08
"EUR","P_SAL_H","500-999","F42","D01","BG",2008,NA
"EUR","P_SAL_H","500-999","F42","D111","BG",2008,NA
"EUR","P_SAL_H","500-999","F42","D1111","BG",2008,NA
"EUR","P_SAL_H","500-999","F43","D01","BG",2008,NA
"EUR","P_SAL_H","500-999","F43","D111","BG",2008,NA
"EUR","P_SAL_H","500-999","F43","D1111","BG",2008,NA
"EUR","P_SAL_H","500-999","G","D01","BG",2008,3.71
"EUR","P_SAL_H","500-999","G","D111","BG",2008,3.08
"EUR","P_SAL_H","500-999","G","D1111","BG",2008,2.85
"EUR","P_SAL_H","500-999","G-J","D01","BG",2008,4.17
"EUR","P_SAL_H","500-999","G-J","D111","BG",2008,3.42
"EUR","P_SAL_H","500-999","G-J","D1111","BG",2008,2.86
"EUR","P_SAL_H","500-999","G-N","D01","BG",2008,4.05
"EUR","P_SAL_H","500-999","G-N","D111","BG",2008,3.34
"EUR","P_SAL_H","500-999","G-N","D1111","BG",2008,2.84
"EUR","P_SAL_H","500-999","G-S_X_O","D01","BG",2008,3.73
"EUR","P_SAL_H","500-999","G-S_X_O","D111","BG",2008,3.07
"EUR","P_SAL_H","500-999","G-S_X_O","D1111","BG",2008,2.65
"EUR","P_SAL_H","500-999","G45","D01","BG",2008,5.41
"EUR","P_SAL_H","500-999","G45","D111","BG",2008,4.58
"EUR","P_SAL_H","500-999","G45","D1111","BG",2008,4.17
"EUR","P_SAL_H","500-999","G46","D01","BG",2008,4.04
"EUR","P_SAL_H","500-999","G46","D111","BG",2008,3.38
"EUR","P_SAL_H","500-999","G46","D1111","BG",2008,3.13
"EUR","P_SAL_H","500-999","G47","D01","BG",2008,2.96
"EUR","P_SAL_H","500-999","G47","D111","BG",2008,2.42
"EUR","P_SAL_H","500-999","G47","D1111","BG",2008,2.26
"EUR","P_SAL_H","500-999","H","D01","BG",2008,4.55
"EUR","P_SAL_H","500-999","H","D111","BG",2008,3.69
"EUR","P_SAL_H","500-999","H","D1111","BG",2008,2.85
"EUR","P_SAL_H","500-999","H49","D01","BG",2008,3.14
"EUR","P_SAL_H","500-999","H49","D111","BG",2008,2.46
"EUR","P_SAL_H","500-999","H49","D1111","BG",2008,1.88
"EUR","P_SAL_H","500-999","H50","D01","BG",2008,NA
"EUR","P_SAL_H","500-999","H50","D111","BG",2008,NA
"EUR","P_SAL_H","500-999","H50","D1111","BG",2008,NA
"EUR","P_SAL_H","500-999","H51","D01","BG",2008,NA
"EUR","P_SAL_H","500-999","H51","D111","BG",2008,NA
"EUR","P_SAL_H","500-999","H51","D1111","BG",2008,NA
"EUR","P_SAL_H","500-999","H52","D01","BG",2008,6.76
"EUR","P_SAL_H","500-999","H52","D111","BG",2008,5.55
"EUR","P_SAL_H","500-999","H52","D1111","BG",2008,4.21
"EUR","P_SAL_H","500-999","H53","D01","BG",2008,NA
"EUR","P_SAL_H","500-999","H53","D111","BG",2008,NA
"EUR","P_SAL_H","500-999","H53","D1111","BG",2008,NA
"EUR","P_SAL_H","500-999","I","D01","BG",2008,NA
"EUR","P_SAL_H","500-999","I","D111","BG",2008,NA
"EUR","P_SAL_H","500-999","I","D1111","BG",2008,NA
"EUR","P_SAL_H","500-999","I55","D01","BG",2008,NA
"EUR","P_SAL_H","500-999","I55","D111","BG",2008,NA
"EUR","P_SAL_H","500-999","I55","D1111","BG",2008,NA
"EUR","P_SAL_H","500-999","I56","D01","BG",2008,NA
"EUR","P_SAL_H","500-999","I56","D111","BG",2008,NA
"EUR","P_SAL_H","500-999","I56","D1111","BG",2008,NA
"EUR","P_SAL_H","500-999","J","D01","BG",2008,4.85
"EUR","P_SAL_H","500-999","J","D111","BG",2008,4.12
"EUR","P_SAL_H","500-999","J","D1111","BG",2008,3.75
"EUR","P_SAL_H","500-999","J58","D01","BG",2008,NA
"EUR","P_SAL_H","500-999","J58","D111","BG",2008,NA
"EUR","P_SAL_H","500-999","J58","D1111","BG",2008,NA
"EUR","P_SAL_H","500-999","J60","D01","BG",2008,NA
"EUR","P_SAL_H","500-999","J60","D111","BG",2008,NA
"EUR","P_SAL_H","500-999","J60","D1111","BG",2008,NA
"EUR","P_SAL_H","500-999","J61","D01","BG",2008,NA
"EUR","P_SAL_H","500-999","J61","D111","BG",2008,NA
"EUR","P_SAL_H","500-999","J61","D1111","BG",2008,NA
"EUR","P_SAL_H","500-999","J62","D01","BG",2008,NA
"EUR","P_SAL_H","500-999","J62","D111","BG",2008,NA
"EUR","P_SAL_H","500-999","J62","D1111","BG",2008,NA
"EUR","P_SAL_H","500-999","K","D01","BG",2008,6.16
"EUR","P_SAL_H","500-999","K","D111","BG",2008,5.21
"EUR","P_SAL_H","500-999","K","D1111","BG",2008,4.53
"EUR","P_SAL_H","500-999","K-N","D01","BG",2008,3.84
"EUR","P_SAL_H","500-999","K-N","D111","BG",2008,3.2
"EUR","P_SAL_H","500-999","K-N","D1111","BG",2008,2.78
"EUR","P_SAL_H","500-999","K64","D01","BG",2008,6.16
"EUR","P_SAL_H","500-999","K64","D111","BG",2008,5.21
"EUR","P_SAL_H","500-999","K64","D1111","BG",2008,4.53
"EUR","P_SAL_H","500-999","K65","D01","BG",2008,NA
"EUR","P_SAL_H","500-999","K65","D111","BG",2008,NA
"EUR","P_SAL_H","500-999","K65","D1111","BG",2008,NA
"EUR","P_SAL_H","500-999","M","D01","BG",2008,NA
"EUR","P_SAL_H","500-999","M","D111","BG",2008,NA
"EUR","P_SAL_H","500-999","M","D1111","BG",2008,NA
"EUR","P_SAL_H","500-999","M70","D01","BG",2008,NA
"EUR","P_SAL_H","500-999","M70","D111","BG",2008,NA
"EUR","P_SAL_H","500-999","M70","D1111","BG",2008,NA
"EUR","P_SAL_H","500-999","M73","D01","BG",2008,NA
"EUR","P_SAL_H","500-999","M73","D111","BG",2008,NA
"EUR","P_SAL_H","500-999","M73","D1111","BG",2008,NA
"EUR","P_SAL_H","500-999","N","D01","BG",2008,1.41
"EUR","P_SAL_H","500-999","N","D111","BG",2008,1.15
"EUR","P_SAL_H","500-999","N","D1111","BG",2008,1.06
"EUR","P_SAL_H","500-999","N78","D01","BG",2008,NA
"EUR","P_SAL_H","500-999","N78","D111","BG",2008,NA
"EUR","P_SAL_H","500-999","N78","D1111","BG",2008,NA
"EUR","P_SAL_H","500-999","N80","D01","BG",2008,1.08
"EUR","P_SAL_H","500-999","N80","D111","BG",2008,0.88
"EUR","P_SAL_H","500-999","N80","D1111","BG",2008,0.83
"EUR","P_SAL_H","500-999","N81","D01","BG",2008,NA
"EUR","P_SAL_H","500-999","N81","D111","BG",2008,NA
"EUR","P_SAL_H","500-999","N81","D1111","BG",2008,NA
"EUR","P_SAL_H","500-999","N82","D01","BG",2008,NA
"EUR","P_SAL_H","500-999","N82","D111","BG",2008,NA
"EUR","P_SAL_H","500-999","N82","D1111","BG",2008,NA
"EUR","P_SAL_H","500-999","O","D01","BG",2008,4.68
"EUR","P_SAL_H","500-999","O","D111","BG",2008,3.7
"EUR","P_SAL_H","500-999","O","D1111","BG",2008,3.42
"EUR","P_SAL_H","500-999","O-S","D01","BG",2008,3.53
"EUR","P_SAL_H","500-999","O-S","D111","BG",2008,2.87
"EUR","P_SAL_H","500-999","O-S","D1111","BG",2008,2.57
"EUR","P_SAL_H","500-999","O84","D01","BG",2008,4.68
"EUR","P_SAL_H","500-999","O84","D111","BG",2008,3.7
"EUR","P_SAL_H","500-999","O84","D1111","BG",2008,3.42
"EUR","P_SAL_H","500-999","P","D01","BG",2008,3.57
"EUR","P_SAL_H","500-999","P","D111","BG",2008,2.94
"EUR","P_SAL_H","500-999","P","D1111","BG",2008,2.51
"EUR","P_SAL_H","500-999","P-S","D01","BG",2008,3.22
"EUR","P_SAL_H","500-999","P-S","D111","BG",2008,2.65
"EUR","P_SAL_H","500-999","P-S","D1111","BG",2008,2.34
"EUR","P_SAL_H","500-999","P85","D01","BG",2008,3.57
"EUR","P_SAL_H","500-999","P85","D111","BG",2008,2.94
"EUR","P_SAL_H","500-999","P85","D1111","BG",2008,2.51
"EUR","P_SAL_H","500-999","Q","D01","BG",2008,3.05
"EUR","P_SAL_H","500-999","Q","D111","BG",2008,2.51
"EUR","P_SAL_H","500-999","Q","D1111","BG",2008,2.26
"EUR","P_SAL_H","500-999","Q86","D01","BG",2008,3.05
"EUR","P_SAL_H","500-999","Q86","D111","BG",2008,2.51
"EUR","P_SAL_H","500-999","Q86","D1111","BG",2008,2.26
"EUR","P_SAL_H","500-999","Q87","D01","BG",2008,NA
"EUR","P_SAL_H","500-999","Q87","D111","BG",2008,NA
"EUR","P_SAL_H","500-999","Q87","D1111","BG",2008,NA
"EUR","P_SAL_H","500-999","Q88","D01","BG",2008,NA
"EUR","P_SAL_H","500-999","Q88","D111","BG",2008,NA
"EUR","P_SAL_H","500-999","Q88","D1111","BG",2008,NA
"EUR","P_SAL_H","GE10","B","D01","BG",2008,4.49
"EUR","P_SAL_H","GE10","B","D111","BG",2008,3.29
"EUR","P_SAL_H","GE10","B","D1111","BG",2008,2.79
"EUR","P_SAL_H","GE10","B-E","D01","BG",2008,2.53
"EUR","P_SAL_H","GE10","B-E","D111","BG",2008,2.02
"EUR","P_SAL_H","GE10","B-E","D1111","BG",2008,1.76
"EUR","P_SAL_H","GE10","B-F","D01","BG",2008,2.4
"EUR","P_SAL_H","GE10","B-F","D111","BG",2008,1.93
"EUR","P_SAL_H","GE10","B-F","D1111","BG",2008,1.7
"EUR","P_SAL_H","GE10","B-N","D01","BG",2008,2.54
"EUR","P_SAL_H","GE10","B-N","D111","BG",2008,2.08
"EUR","P_SAL_H","GE10","B-N","D1111","BG",2008,1.86
"EUR","P_SAL_H","GE10","B-S","D01","BG",2008,2.62
"EUR","P_SAL_H","GE10","B-S","D111","BG",2008,2.13
"EUR","P_SAL_H","GE10","B-S","D1111","BG",2008,1.9
"EUR","P_SAL_H","GE10","B-S_X_O","D01","BG",2008,2.56
"EUR","P_SAL_H","GE10","B-S_X_O","D111","BG",2008,2.09
"EUR","P_SAL_H","GE10","B-S_X_O","D1111","BG",2008,1.86
"EUR","P_SAL_H","GE10","B05","D01","BG",2008,4.95
"EUR","P_SAL_H","GE10","B05","D111","BG",2008,3.49
"EUR","P_SAL_H","GE10","B05","D1111","BG",2008,2.82
"EUR","P_SAL_H","GE10","B06","D01","BG",2008,NA
"EUR","P_SAL_H","GE10","B06","D111","BG",2008,NA
"EUR","P_SAL_H","GE10","B06","D1111","BG",2008,NA
"EUR","P_SAL_H","GE10","B07","D01","BG",2008,5.64
"EUR","P_SAL_H","GE10","B07","D111","BG",2008,4.25
"EUR","P_SAL_H","GE10","B07","D1111","BG",2008,3.74
"EUR","P_SAL_H","GE10","B08","D01","BG",2008,2.92
"EUR","P_SAL_H","GE10","B08","D111","BG",2008,2.26
"EUR","P_SAL_H","GE10","B08","D1111","BG",2008,2.03
"EUR","P_SAL_H","GE10","B09","D01","BG",2008,NA
"EUR","P_SAL_H","GE10","B09","D111","BG",2008,NA
"EUR","P_SAL_H","GE10","B09","D1111","BG",2008,NA
"EUR","P_SAL_H","GE10","C","D01","BG",2008,2.21
"EUR","P_SAL_H","GE10","C","D111","BG",2008,1.78
"EUR","P_SAL_H","GE10","C","D1111","BG",2008,1.6
"EUR","P_SAL_H","GE10","C10","D01","BG",2008,1.77
"EUR","P_SAL_H","GE10","C10","D111","BG",2008,1.45
"EUR","P_SAL_H","GE10","C10","D1111","BG",2008,1.34
"EUR","P_SAL_H","GE10","C11","D01","BG",2008,2.88
"EUR","P_SAL_H","GE10","C11","D111","BG",2008,2.4
"EUR","P_SAL_H","GE10","C11","D1111","BG",2008,2.12
"EUR","P_SAL_H","GE10","C12","D01","BG",2008,NA
"EUR","P_SAL_H","GE10","C12","D111","BG",2008,NA
"EUR","P_SAL_H","GE10","C12","D1111","BG",2008,NA
"EUR","P_SAL_H","GE10","C13","D01","BG",2008,2
"EUR","P_SAL_H","GE10","C13","D111","BG",2008,1.61
"EUR","P_SAL_H","GE10","C13","D1111","BG",2008,1.47
"EUR","P_SAL_H","GE10","C14","D01","BG",2008,1.39
"EUR","P_SAL_H","GE10","C14","D111","BG",2008,1.14
"EUR","P_SAL_H","GE10","C14","D1111","BG",2008,1.04
"EUR","P_SAL_H","GE10","C15","D01","BG",2008,1.26
"EUR","P_SAL_H","GE10","C15","D111","BG",2008,1.03
"EUR","P_SAL_H","GE10","C15","D1111","BG",2008,0.95
"EUR","P_SAL_H","GE10","C16","D01","BG",2008,1.68
"EUR","P_SAL_H","GE10","C16","D111","BG",2008,1.37
"EUR","P_SAL_H","GE10","C16","D1111","BG",2008,1.25
"EUR","P_SAL_H","GE10","C17","D01","BG",2008,2.11
"EUR","P_SAL_H","GE10","C17","D111","BG",2008,1.71
"EUR","P_SAL_H","GE10","C17","D1111","BG",2008,1.52
"EUR","P_SAL_H","GE10","C18","D01","BG",2008,2.46
"EUR","P_SAL_H","GE10","C18","D111","BG",2008,2.04
"EUR","P_SAL_H","GE10","C18","D1111","BG",2008,1.85
"EUR","P_SAL_H","GE10","C19","D01","BG",2008,NA
"EUR","P_SAL_H","GE10","C19","D111","BG",2008,NA
"EUR","P_SAL_H","GE10","C19","D1111","BG",2008,NA
"EUR","P_SAL_H","GE10","C20","D01","BG",2008,3.3
"EUR","P_SAL_H","GE10","C20","D111","BG",2008,2.57
"EUR","P_SAL_H","GE10","C20","D1111","BG",2008,2.26
"EUR","P_SAL_H","GE10","C21","D01","BG",2008,3.42
"EUR","P_SAL_H","GE10","C21","D111","BG",2008,2.71
"EUR","P_SAL_H","GE10","C21","D1111","BG",2008,2.39
"EUR","P_SAL_H","GE10","C22","D01","BG",2008,1.66
"EUR","P_SAL_H","GE10","C22","D111","BG",2008,1.36
"EUR","P_SAL_H","GE10","C22","D1111","BG",2008,1.25
"EUR","P_SAL_H","GE10","C23","D01","BG",2008,2.69
"EUR","P_SAL_H","GE10","C23","D111","BG",2008,2.16
"EUR","P_SAL_H","GE10","C23","D1111","BG",2008,1.94
"EUR","P_SAL_H","GE10","C24","D01","BG",2008,4.72
"EUR","P_SAL_H","GE10","C24","D111","BG",2008,3.65
"EUR","P_SAL_H","GE10","C24","D1111","BG",2008,3.19
"EUR","P_SAL_H","GE10","C25","D01","BG",2008,2.12
"EUR","P_SAL_H","GE10","C25","D111","BG",2008,1.72
"EUR","P_SAL_H","GE10","C25","D1111","BG",2008,1.56
"EUR","P_SAL_H","GE10","C26","D01","BG",2008,2.83
"EUR","P_SAL_H","GE10","C26","D111","BG",2008,2.34
"EUR","P_SAL_H","GE10","C26","D1111","BG",2008,2.06
"EUR","P_SAL_H","GE10","C27","D01","BG",2008,2.72
"EUR","P_SAL_H","GE10","C27","D111","BG",2008,2.21
"EUR","P_SAL_H","GE10","C27","D1111","BG",2008,1.97
"EUR","P_SAL_H","GE10","C28","D01","BG",2008,2.65
"EUR","P_SAL_H","GE10","C28","D111","BG",2008,2.15
"EUR","P_SAL_H","GE10","C28","D1111","BG",2008,1.9
"EUR","P_SAL_H","GE10","C29","D01","BG",2008,2.08
"EUR","P_SAL_H","GE10","C29","D111","BG",2008,1.69
"EUR","P_SAL_H","GE10","C29","D1111","BG",2008,1.53
"EUR","P_SAL_H","GE10","C30","D01","BG",2008,3.3
"EUR","P_SAL_H","GE10","C30","D111","BG",2008,2.63
"EUR","P_SAL_H","GE10","C30","D1111","BG",2008,2.35
"EUR","P_SAL_H","GE10","C31","D01","BG",2008,1.37
"EUR","P_SAL_H","GE10","C31","D111","BG",2008,1.12
"EUR","P_SAL_H","GE10","C31","D1111","BG",2008,1.03
"EUR","P_SAL_H","GE10","C32","D01","BG",2008,1.82
"EUR","P_SAL_H","GE10","C32","D111","BG",2008,1.5
"EUR","P_SAL_H","GE10","C32","D1111","BG",2008,1.36
"EUR","P_SAL_H","GE10","C33","D01","BG",2008,3.51
"EUR","P_SAL_H","GE10","C33","D111","BG",2008,2.82
"EUR","P_SAL_H","GE10","C33","D1111","BG",2008,2.5
"EUR","P_SAL_H","GE10","D","D01","BG",2008,6.12
"EUR","P_SAL_H","GE10","D","D111","BG",2008,4.69
"EUR","P_SAL_H","GE10","D","D1111","BG",2008,3.49
"EUR","P_SAL_H","GE10","D35","D01","BG",2008,6.12
"EUR","P_SAL_H","GE10","D35","D111","BG",2008,4.69
"EUR","P_SAL_H","GE10","D35","D1111","BG",2008,3.49
"EUR","P_SAL_H","GE10","E","D01","BG",2008,2.64
"EUR","P_SAL_H","GE10","E","D111","BG",2008,2.15
"EUR","P_SAL_H","GE10","E","D1111","BG",2008,1.79
"EUR","P_SAL_H","GE10","E36","D01","BG",2008,2.97
"EUR","P_SAL_H","GE10","E36","D111","BG",2008,2.41
"EUR","P_SAL_H","GE10","E36","D1111","BG",2008,1.89
